date,avg_open,avg_high,avg_low,avg_close,total_volume,num_stocks_traded
2017-01-01,70.90057768717357,71.84604414147461,69.89543655541183,70.83498104365475,4933036381.0,498
2017-01-02,70.90057768717357,71.84604414147461,69.89543655541183,70.83498104365475,4933036381.0,498
2017-01-03,70.90057768717357,71.84604414147461,69.89543655541183,70.83498104365475,4933036381.0,498
2017-01-04,71.1056045892222,72.28903995928398,70.49283325890482,71.50505307400562,4604236730.0,498
2017-01-05,71.48654689601483,72.42486745837381,70.57863680371396,71.44298476244073,4380109190.0,498
2017-01-06,71.55022600261496,72.52898172215741,70.81216588422818,71.65656891022341,4079881155.0,498
2017-01-07,71.72181772326866,72.46658724577458,70.84424055892731,71.44618990191493,4053008526.0,498
2017-01-08,71.72181772326866,72.46658724577458,70.84424055892731,71.44618990191493,4053008526.0,498
2017-01-09,71.72181772326866,72.46658724577458,70.84424055892731,71.44618990191493,4053008526.0,498
2017-01-10,71.5920357373393,72.56136113755312,70.84798089130153,71.60598342916573,4335855925.0,498
2017-01-11,71.71382626975918,72.6534988234708,70.85244637262052,71.76229038391726,3860072480.0,498
2017-01-12,71.69301986532825,72.40899873617434,70.59431541825847,71.65763514204676,3817851621.0,498
2017-01-13,71.83634884922854,72.73072401809792,71.17869643374195,71.83431062832415,3551701873.0,498
2017-01-14,71.79718055955593,72.61195738767947,70.86944942167597,71.60241465444066,4109173349.0,498
2017-01-15,71.79718055955593,72.61195738767947,70.86944942167597,71.60241465444066,4109173349.0,498
2017-01-16,71.79718055955593,72.61195738767947,70.86944942167597,71.60241465444066,4109173349.0,498
2017-01-17,71.79718055955593,72.61195738767947,70.86944942167597,71.60241465444066,4109173349.0,498
2017-01-18,71.80798959107737,72.60057222623848,70.98295317086682,71.83097579776044,3884841044.0,498
2017-01-19,71.95238194627737,72.67393727677836,70.98743519560219,71.57097637174599,4085479705.0,498
2017-01-20,71.90378256303254,72.65345551847186,71.05919540611559,71.75760269883168,4101708356.0,498
2017-01-21,71.73930804904418,72.48502322959372,70.8151159835696,71.56605884349011,3673114076.0,498
2017-01-22,71.73930804904418,72.48502322959372,70.8151159835696,71.56605884349011,3673114076.0,498
2017-01-23,71.73930804904418,72.48502322959372,70.8151159835696,71.56605884349011,3673114076.0,498
2017-01-24,71.83452560315088,72.97498009918188,71.13684016835096,72.16527499827036,3954460369.0,498
2017-01-25,72.59994996995819,73.88042390883749,71.86573292961312,73.01486533999922,4339415630.0,498
2017-01-26,73.14297073440416,74.11125529998235,72.24881331386361,72.97870169011465,4095568470.0,498
2017-01-27,73.10075300749176,73.85865503151808,72.04573911118007,72.91306623158206,3735719269.0,498
2017-01-28,72.80054309536754,73.46452348650091,71.59687792848872,72.58862543919957,3876877782.0,498
2017-01-29,72.80054309536754,73.46452348650091,71.59687792848872,72.58862543919957,3876877782.0,498
2017-01-30,72.80054309536754,73.46452348650091,71.59687792848872,72.58862543919957,3876877782.0,498
2017-01-31,72.57105560791618,73.47507248265421,71.55965258480053,72.56569374948141,4113340262.0,498
2017-02-01,72.85737898359191,73.66410468305766,71.69260272307537,72.49714181174237,4691808403.0,498
2017-02-02,72.44196689410978,73.51829433854928,71.62928284457249,72.64298152636333,4157379689.0,498
2017-02-03,73.04662944614508,74.04205316760039,72.33061280679128,73.21728802301797,4085180530.0,498
2017-02-04,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498
2017-02-05,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498
2017-02-06,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498
2017-02-07,73.30383104074345,74.12382098430568,72.48568545940431,73.15524079521975,4150211212.0,498
2017-02-08,73.14678939813646,74.0651578265781,72.36859143562688,73.31129428756284,3786644013.0,498
2017-02-09,73.47254373055308,74.64404184013489,72.8462084915551,73.84738192022085,4225128770.0,498
2017-02-10,74.09655559461979,75.0009323901038,73.34084578221122,74.22465144917668,4795775811.0,498
2017-02-11,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498
2017-02-12,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498
2017-02-13,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498
2017-02-14,74.47499540571626,75.3231740659101,73.65312244864234,74.56322557332525,4250028004.0,498
2017-02-15,74.5613857552782,75.63862669331604,73.9092370185435,74.93996068129098,3821415050.0,498
2017-02-16,75.02144795312606,75.816019999545,74.06340226366396,74.86463954984903,4019256449.0,498
2017-02-17,74.79623682994458,75.68548574496057,74.00048561936634,74.9868654443557,4052564104.0,498
2017-02-18,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498
2017-02-19,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498
2017-02-20,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498
2017-02-21,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498
2017-02-22,75.36799012391825,76.17762946062425,74.62578805664295,75.30272296059084,3617750470.0,498
2017-02-23,75.60855037758019,76.26294248365137,74.4168513139447,75.11906468102252,5083355353.0,498
2017-02-24,75.00064781984891,76.05147679727507,74.28363405638142,75.44594363802408,4372062113.0,498
2017-02-25,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498
2017-02-26,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498
2017-02-27,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498
2017-02-28,75.76189361537536,76.62907971941858,74.8799016553264,75.55741606658721,4342092823.0,498
2017-03-01,76.2390071700167,77.40158104917465,75.4843700729636,76.47619719151034,4441530037.0,498
2017-03-02,76.49188856606612,77.17574271766576,75.47625423831748,75.99608338405808,4064185943.0,498
2017-03-03,76.03985987998944,76.79949380430935,75.24085252534361,76.02267266373079,3972821419.0,498
2017-03-04,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498
2017-03-05,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498
2017-03-06,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498
2017-03-07,75.77681592615693,76.54399504671703,74.98961780373158,75.6024812196632,3641315419.0,498
2017-03-08,75.72730006490252,76.61665400589828,74.93592331171472,75.57323716491102,3761657454.0,498
2017-03-09,75.68384198964371,76.50590966701579,74.81580411610507,75.5099656337715,3499391483.0,498
2017-03-10,75.91805422330141,76.73241190497578,75.07918692674103,75.86719939938511,3615810614.0,498
2017-03-11,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498
2017-03-12,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498
2017-03-13,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498
2017-03-14,75.93043378288397,76.6077058980993,75.0902095781414,75.76260957899821,3326908297.0,498
2017-03-15,76.07112486795678,77.15352854960032,75.33176086504557,76.42453112468183,3989541742.0,498
2017-03-16,76.57728640189815,77.36235784448199,75.65325610503017,76.32982939170546,3598064584.0,498
2017-03-17,76.51567916715649,77.30194483546224,75.69840183056485,76.38149086394942,5710595540.0,498
2017-03-18,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498
2017-03-19,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498
2017-03-20,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498
2017-03-21,76.52027769040691,77.10481226738274,74.83859251671329,75.28284275962646,4947176398.0,498
2017-03-22,75.4024014364938,76.2474104218565,74.51486805776885,75.48093273122626,3929534916.0,498
2017-03-23,75.52855418786618,76.50740468655222,74.84913820725833,75.45242633350404,3630461937.0,498
2017-03-24,75.71775414601345,76.46659937553596,74.81780541296754,75.39959252120022,3565328081.0,498
2017-03-25,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498
2017-03-26,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498
2017-03-27,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498
2017-03-28,75.36373183713329,76.5415513004876,74.72409342591791,75.80095004843899,3636597219.0,498
2017-03-29,75.81564743094927,76.71516276658814,75.16909783764784,75.9267471990432,3316020472.0,498
2017-03-30,75.97177846587049,76.87900264599384,75.30981423078852,76.07577452985159,3545875737.0,498
2017-03-31,76.04668387140468,76.91622656881097,75.42828493028924,76.05155113279581,3603340862.0,498
2017-04-01,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498
2017-04-02,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498
2017-04-03,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498
2017-04-04,75.88162489676472,76.64926080197279,75.11074120234301,75.78780217965443,4302178528.0,498
2017-04-05,76.09978416318816,77.02967111932496,75.13194688376636,75.55162201349036,4116070861.0,498
2017-04-06,75.71562030998307,76.61176741733979,75.01170475562618,75.84756585488836,3752072433.0,498
2017-04-07,75.88789891685364,76.65466720855746,75.19736773058945,75.76738273810192,3340290174.0,498
2017-04-08,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498
2017-04-09,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498
2017-04-10,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498
2017-04-11,75.84908372294264,76.62981518247322,74.9623275643077,75.96050114708254,3672784858.0,498
2017-04-12,76.01679801296272,76.65037129892697,74.99683352867206,75.5131517208245,3561943102.0,498
2017-04-13,75.54106838548853,76.32196617359689,74.73965067983731,75.13105582185538,3523325437.0,498
2017-04-14,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498
2017-04-15,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498
2017-04-16,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498
2017-04-17,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498
2017-04-18,75.64214210532599,76.54914597436192,74.88635502915812,75.61628714574867,3383122805.0,498
2017-04-19,75.94960602971071,76.78203114864814,75.14059817206987,75.72413682602496,3517225772.0,498
2017-04-20,75.98478462910485,77.03232047555893,75.07539436788332,76.04533921283891,3726000522.0,498
2017-04-21,76.1077936161881,76.90708180844601,75.32601414741761,75.9583181051844,3558313139.0,498
2017-04-22,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498
2017-04-23,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498
2017-04-24,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498
2017-04-25,77.11177878215135,78.00549770435616,76.28171387749869,77.11313041817232,3919487970.0,498
2017-04-26,77.24681577228316,78.17626376224067,76.41695102526454,77.13429247949975,3870887440.0,498
2017-04-27,77.34716786814329,78.34891737861531,76.44478961742062,77.35532612829323,3708782073.0,498
2017-04-28,77.5405271531656,78.34414652658677,76.46512250360227,77.20294457937341,3983132970.0,498
2017-04-29,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498
2017-04-30,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498
2017-05-01,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498
2017-05-02,77.64467976457908,78.46627048706635,76.67716535902038,77.52549840264531,4371565804.0,498
2017-05-03,77.52146977431546,78.3194394151938,76.51083981873637,77.37304340548305,3868538961.0,498
