date,avg_stock_open,avg_stock_high,avg_stock_low,avg_stock_close,total_stock_volume,sp500_close,sp500_return,sp500_volatility_7d,avg_rainfall,depression_index,depression_word_count,total_articles,avg_depression_per_article,year,month,day_of_week,quarter
2014-01-24,51.502083693744105,52.09209471492163,50.20152490136614,50.579493189000516,5594805543.0,1790.2900390625,-0.0208754485689854,0.0088151853051933,0.6679999999999998,,,,,2014,1,4,1
2014-01-25,50.78320469928443,51.624067241879665,49.69062490646938,50.39078289852199,5498444288.0,1790.2900390625,-0.0208754485689854,0.0088151853051933,1.006,,,,,2014,1,5,1
2014-01-26,50.78320469928443,51.624067241879665,49.69062490646938,50.39078289852199,5498444288.0,1790.2900390625,-0.0208754485689854,0.0088151853051933,0.7739999999999999,,,,,2014,1,6,1
2014-01-27,50.78320469928443,51.624067241879665,49.69062490646938,50.39078289852199,5498444288.0,1781.56005859375,-0.0048762939402385,0.0078836527869453,0.6280000000000001,,,,,2014,1,0,1
2014-01-28,50.63083231683177,51.71901826026777,50.100358480330634,50.98860230584781,5399046516.0,1792.5,0.006140652600219,0.0089345479215135,1.18,,,,,2014,1,1,1
2014-01-29,50.72515274120619,51.664254646909555,49.93291453144387,50.55595903460723,5163718410.0,1774.199951171875,-0.0102092322611575,0.0092187843986536,2.6400000000000006,,,,,2014,1,2,1
2014-01-30,51.09513480330689,52.07826314966702,50.402288878838874,51.23348257212762,5475183703.0,1794.18994140625,0.0112670447438414,0.010837227501061,1.6860000000000002,,,,,2014,1,3,1
2014-01-31,50.768088884853306,52.03457761053209,50.17704039733188,51.05366604790032,5914793192.0,1782.5899658203125,-0.0064652996420466,0.0106850188153341,0.806,,,,,2014,1,4,1
2014-02-01,51.14598019361141,51.75865985973912,49.42359533409203,49.84915607924243,6248783229.0,1782.5899658203125,-0.0064652996420466,0.0106850188153341,1.7720000000000002,,,,,2014,2,5,1
2014-02-02,51.14598019361141,51.75865985973912,49.42359533409203,49.84915607924243,6248783229.0,1782.5899658203125,-0.0064652996420466,0.0106850188153341,3.9580000000000006,,,,,2014,2,6,1
2014-02-03,51.14598019361141,51.75865985973912,49.42359533409203,49.84915607924243,6248783229.0,1741.8900146484375,-0.0228319198201846,0.0126783665540969,5.9879999999999995,,,,,2014,2,0,1
2014-02-04,50.17530009543465,51.08024151465625,49.388943246641965,50.27931785423205,5172741133.0,1755.199951171875,0.0076410889387432,0.0119773619539587,4.301999999999999,,,,,2014,2,1,1
2014-02-05,50.237859957484694,51.0554513782871,49.33213635825663,50.19568820594554,4889049410.0,1751.6400146484375,-0.0020282227794392,0.0119418910164956,7.695999999999999,,,,,2014,2,2,1
2014-02-06,50.439253699498074,51.57940444913659,49.89006471740677,50.84500103761476,4609461564.0,1773.4300537109375,0.0124397929256447,0.0128885963600566,0.6299999999999999,,,,,2014,2,3,1
2014-02-07,51.19449104321105,52.287428561351554,50.55662042745613,51.603123155960525,4795213350.0,1797.02001953125,0.0133018867989465,0.0132845074703254,0.754,,,,,2014,2,4,1
2014-02-08,51.67458512610274,52.420386656303656,50.92934945789965,51.65121012201822,4513799990.0,1797.02001953125,0.0133018867989465,0.0132845074703254,1.5359999999999996,,,,,2014,2,5,1
2014-02-09,51.67458512610274,52.420386656303656,50.92934945789965,51.65121012201822,4513799990.0,1797.02001953125,0.0133018867989465,0.0132845074703254,1.4039999999999997,,,,,2014,2,6,1
2014-02-10,51.67458512610274,52.420386656303656,50.92934945789965,51.65121012201822,4513799990.0,1799.8399658203125,0.0015692347655638,0.0126350628458337,1.1800000000000002,,,,,2014,2,0,1
2014-02-11,51.79308394089778,52.807796786075095,51.18971674704414,52.08808718657351,4557738387.0,1819.75,0.0110621136088691,0.0127566371788298,2.426,,,,,2014,2,1,1
2014-02-12,52.30849631205834,53.10699268721331,51.57768350507974,52.211340132700016,4840155155.0,1819.260009765625,-0.0002692623900948,0.0064040790168294,5.466,,,,,2014,2,2,1
2014-02-13,52.013316197661624,53.24190739889316,51.483043574026176,52.613314704828525,5268127059.0,1829.8299560546875,0.005810025082904,0.0063748907208195,8.075999999999999,,,,,2014,2,3,1
2014-02-14,52.67294011635912,53.518789598205295,52.06168986932962,52.82855589414735,4854246467.0,1838.6300048828125,0.0048092167247599,0.0053905146472167,5.016,,,,,2014,2,4,1
2014-02-15,53.014766045703134,53.832972056258484,52.3327168571046,53.019790277478705,4583540524.0,1838.6300048828125,0.0048092167247599,0.0053905146472167,3.0039999999999996,,,,,2014,2,5,1
2014-02-16,53.014766045703134,53.832972056258484,52.3327168571046,53.019790277478705,4583540524.0,1838.6300048828125,0.0048092167247599,0.0053905146472167,1.1820000000000002,,,,,2014,2,6,1
2014-02-17,53.014766045703134,53.832972056258484,52.3327168571046,53.019790277478705,4583540524.0,1838.6300048828125,0.0048092167247599,0.0053905146472167,3.434,,,,,2014,2,0,1
2014-02-18,53.014766045703134,53.832972056258484,52.3327168571046,53.019790277478705,4583540524.0,1840.760009765625,0.0011584739056558,0.0051608137580079,3.002,,,,,2014,2,1,1
2014-02-19,53.03918600869068,53.84128467526837,52.24158233284996,52.66200142534843,4903661044.0,1828.75,-0.0065244842901351,0.0054980721579608,2.21,,,,,2014,2,2,1
2014-02-20,52.85594346373143,53.72061994290197,52.13679767931722,53.00745104407647,4777821765.0,1839.780029296875,0.0060314582621325,0.0056271091817049,4.166,,,,,2014,2,3,1
2014-02-21,53.2798904740736,54.08402427564845,52.528815453521354,53.139506067234684,4779883822.0,1836.25,-0.0019187235651341,0.0046387313977625,5.500000000000001,,,,,2014,2,4,1
2014-02-22,53.3384226116278,54.34970341239065,52.771893796050094,53.39594684683706,5252852708.0,1836.25,-0.0019187235651341,0.0046387313977625,0.384,,,,,2014,2,5,1
2014-02-23,53.3384226116278,54.34970341239065,52.771893796050094,53.39594684683706,5252852708.0,1836.25,-0.0019187235651341,0.0046387313977625,0.8420000000000001,,,,,2014,2,6,1
2014-02-24,53.3384226116278,54.34970341239065,52.771893796050094,53.39594684683706,5252852708.0,1847.6099853515625,0.006186513465793,0.0049087442411707,1.002,,,,,2014,2,0,1
2014-02-25,53.56914299920087,54.32247714183892,52.757585422070456,53.38389507381327,4798394157.0,1845.1199951171875,-0.0013476817370097,0.0047805377629857,0.7180000000000001,,,,,2014,2,1,1
2014-02-26,53.61785176041055,54.46750067231037,52.83541537492851,53.48934230172777,4940168885.0,1845.1600341796875,2.1699977565736717e-05,0.0045129759641646,1.63,,,,,2014,2,2,1
2014-02-27,53.583170813518436,54.457298118118906,52.94723728603556,53.74665606063438,4699470229.0,1854.2900390625,0.0049480829378962,0.0048198520784064,1.1900000000000002,,,,,2014,2,3,1
2014-02-28,53.87526886468001,54.763800473599744,53.073399095617326,53.79054037157995,5104500146.0,1859.449951171875,0.0027826887923012,0.0034764885975022,1.1460000000000001,,,,,2014,2,4,1
2014-03-01,53.454180185408404,54.296178211550234,52.728849824427144,53.50685035404693,4560528981.0,1859.449951171875,0.0027826887923012,0.0034764885975022,2.880000000000001,,,,,2014,3,5,1
2014-03-02,53.454180185408404,54.296178211550234,52.728849824427144,53.50685035404693,4560528981.0,1859.449951171875,0.0027826887923012,0.0034764885975022,5.027999999999999,,,,,2014,3,6,1
2014-03-03,53.454180185408404,54.296178211550234,52.728849824427144,53.50685035404693,4560528981.0,1845.72998046875,-0.0073785103462872,0.004634837911963,5.01,,,,,2014,3,0,1
2014-03-04,54.130425473771105,55.014809981980704,53.53626250337099,54.31724709824499,4441675719.0,1873.9100341796875,0.0152677011313326,0.0070703623168374,1.1700000000000002,,,,,2014,3,1,1
2014-03-05,54.413715501032044,55.044689561516705,53.664707154527235,54.22711244973529,4203103651.0,1873.81005859375,-5.335132643191631e-05,0.0069835612721593,1.368,,,,,2014,3,2,1
2014-03-06,54.45796801094134,55.15877025424115,53.73583275151299,54.262940065141215,4166652141.0,1877.030029296875,0.0017184082710823,0.0068305600639695,3.384,,,,,2014,3,3,1
2014-03-07,54.60328126380763,55.1507373999969,53.59358315726923,54.20809895257313,4259969196.0,1878.0400390625,0.0005380892952486,0.0068024119487634,2.218,,,,,2014,3,4,1
2014-03-08,54.25384283079333,54.876601173226874,53.41515626676621,54.04011928566186,3903314815.0,1878.0400390625,0.0005380892952486,0.0068024119487634,1.104,,,,,2014,3,5,1
2014-03-09,54.25384283079333,54.876601173226874,53.41515626676621,54.04011928566186,3903314815.0,1878.0400390625,0.0005380892952486,0.0068024119487634,1.51,,,,,2014,3,6,1
2014-03-10,54.25384283079333,54.876601173226874,53.41515626676621,54.04011928566186,3903314815.0,1877.1700439453125,-0.0004632463094992,0.0067914273541793,1.732,,,,,2014,3,0,1
2014-03-11,54.24735782226089,54.91353352331396,53.34916921499129,53.82588119662378,4241183813.0,1867.6300048828125,-0.0050821389853683,0.0072327913173168,1.4780000000000004,,,,,2014,3,1,1
2014-03-12,53.680365196801056,54.549333890946784,53.06578155417374,53.91985739019525,4114851303.0,1868.199951171875,0.0003051708783712,0.0063392179515773,5.7139999999999995,,,,,2014,3,2,1
2014-03-13,54.17052734962885,54.7203838774126,52.77248677161414,53.22854690045949,4732318566.0,1846.3399658203125,-0.0117010951305561,0.0047480927717768,1.266,,,,,2014,3,3,1
2014-03-14,53.27095959334584,54.12614829585695,52.63807134251121,53.16520850912508,4554275687.0,1841.1300048828125,-0.0028217776974703,0.0046632147742474,1.242,,,,,2014,3,4,1
2014-03-15,53.52112524893022,54.4130531436621,52.92280757503561,53.572532083052565,3977274806.0,1841.1300048828125,-0.0028217776974703,0.0046632147742474,1.6699999999999997,,,,,2014,3,5,1
2014-03-16,53.52112524893022,54.4130531436621,52.92280757503561,53.572532083052565,3977274806.0,1841.1300048828125,-0.0028217776974703,0.0046632147742474,5.8660000000000005,,,,,2014,3,6,1
2014-03-17,53.52112524893022,54.4130531436621,52.92280757503561,53.572532083052565,3977274806.0,1858.8299560546875,0.0096136346292403,0.0064617919326047,2.784,,,,,2014,3,0,1
2014-03-18,53.77891447704524,54.65412951736576,53.24298956930507,53.958810623601615,3955876811.0,1872.25,0.0072196189337276,0.0072380074718868,1.1520000000000001,,,,,2014,3,1,1
2014-03-19,54.11737436135814,54.84029436503318,53.03555896124241,53.62482689285421,4360970625.0,1860.77001953125,-0.0061316493356923,0.0075540268775403,1.8440000000000003,,,,,2014,3,2,1
2014-03-20,53.62926018557496,54.519365579740835,52.95895884968638,53.79142474451388,4277263607.0,1872.010009765625,0.006040504799839,0.0077748579855028,1.5079999999999998,,,,,2014,3,3,1
2014-03-21,54.28697168782983,54.92567791001893,53.04580528794369,53.48550279296015,6451753558.0,1866.52001953125,-0.0029326714097337,0.0078743845848711,0.256,,,,,2014,3,4,1
2014-03-22,53.731328685673724,54.302496280620545,52.396689025954835,53.05862030191013,4934042231.0,1866.52001953125,-0.0029326714097337,0.0078743845848711,0.436,,,,,2014,3,5,1
2014-03-23,53.731328685673724,54.302496280620545,52.396689025954835,53.05862030191013,4934042231.0,1866.52001953125,-0.0029326714097337,0.0078743845848711,0.978,,,,,2014,3,6,1
2014-03-24,53.731328685673724,54.302496280620545,52.396689025954835,53.05862030191013,4934042231.0,1857.43994140625,-0.0048647097432581,0.006500029404981,0.252,,,,,2014,3,0,1
2014-03-25,53.40399568475106,54.169202967053245,52.492418955928436,53.12891892400158,4548843860.0,1865.6199951171875,0.0044039398144655,0.0063879451956862,1.4379999999999997,,,,,2014,3,1,1
2014-03-26,53.474363793898995,54.11088395147261,52.32607210066383,52.639987050537094,4948497077.0,1852.56005859375,-0.0070003197637347,0.0061284811573628,1.1980000000000002,,,,,2014,3,2,1
2014-03-27,52.7292201418151,53.47474530704671,51.80351615603395,52.580834559947846,5085557316.0,1849.0400390625,-0.0019000838946738,0.0051063310255455,2.7239999999999993,,,,,2014,3,3,1
2014-03-28,52.84615095299705,53.74990596896374,52.15961198231144,52.7407033528346,4259242110.0,1857.6199951171875,0.0046402218845611,0.005194918439147,4.912000000000001,,,,,2014,3,4,1
2014-03-29,53.18139478021907,54.03145084416107,52.509606761168364,53.25911261699352,4180506369.0,1857.6199951171875,0.0046402218845611,0.005194918439147,7.478,,,,,2014,3,5,1
2014-03-30,53.18139478021907,54.03145084416107,52.509606761168364,53.25911261699352,4180506369.0,1857.6199951171875,0.0046402218845611,0.005194918439147,7.386,,,,,2014,3,6,1
2014-03-31,53.18139478021907,54.03145084416107,52.509606761168364,53.25911261699352,4180506369.0,1872.3399658203125,0.0079241022070266,0.0056063661377419,2.044,,,,,2014,3,0,1
2014-04-01,53.552730695360715,54.49610218076937,52.91275456634284,53.775056504811424,4692014414.0,1885.52001953125,0.0070393485966973,0.0059800138834467,0.932,,,,,2014,4,1,2
2014-04-02,53.95348952708691,54.720995752406004,53.24522358260735,53.902580958913525,4154252105.0,1890.9000244140625,0.0028533268419763,0.0052906121526813,2.3639999999999994,,,,,2014,4,2,2
2014-04-03,54.07411032675995,54.71367303834757,53.108763749712736,53.71587719812811,4637721962.0,1888.77001953125,-0.0011264502910314,0.0053825024837195,4.21,,,,,2014,4,3,2
2014-04-04,54.090888190665545,54.70973316022189,52.50863612861537,52.92113097528537,5262193793.0,1865.0899658203125,-0.0125372880054578,0.0070390786852457,4.596,,,,,2014,4,4,2
2014-04-05,52.90195297876773,53.62449593432454,51.674186119213736,52.28995683237139,5246319582.0,1865.0899658203125,-0.0125372880054578,0.0070390786852457,1.1340000000000001,,,,,2014,4,5,2
2014-04-06,52.90195297876773,53.62449593432454,51.674186119213736,52.28995683237139,5246319582.0,1865.0899658203125,-0.0125372880054578,0.0070390786852457,3.816,,,,,2014,4,6,2
2014-04-07,52.90195297876773,53.62449593432454,51.674186119213736,52.28995683237139,5246319582.0,1845.0400390625,-0.0107501123941728,0.0083215314783334,6.23,,,,,2014,4,0,2
2014-04-08,52.434964616557,53.31023149226331,51.645126155389015,52.51362554901149,4876916297.0,1851.9599609375,0.0037505537703756,0.008240265214315,2.7679999999999993,,,,,2014,4,1,2
2014-04-09,52.79241074735062,53.796067146556965,52.08954863556784,53.17140682296924,4551861085.0,1872.1800537109375,0.0109182127043403,0.0088032400320439,0.23800000000000002,,,,,2014,4,2,2
2014-04-10,53.286327031826985,53.87388665524547,51.68681088809934,52.04426775184048,5076471109.0,1833.0799560546875,-0.0208847955509128,0.011115964665996,0.24000000000000005,,,,,2014,4,3,2
2014-04-11,51.848724119634255,52.72546597879557,51.037014617042345,51.51078181859269,5170855399.0,1815.68994140625,-0.0094867736625443,0.010828653537581,1.63,,,,,2014,4,4,2
2014-04-12,51.9978842769774,52.752534598989385,51.132100605371924,51.83331042082899,4303357978.0,1815.68994140625,-0.0094867736625443,0.010828653537581,1.5519999999999998,,,,,2014,4,5,2
2014-04-13,51.9978842769774,52.752534598989385,51.132100605371924,51.83331042082899,4303357978.0,1815.68994140625,-0.0094867736625443,0.010828653537581,4.024,,,,,2014,4,6,2
2014-04-14,51.9978842769774,52.752534598989385,51.132100605371924,51.83331042082899,4303357978.0,1830.6099853515625,0.0082172862255087,0.0120030420330469,4.459999999999999,,,,,2014,4,0,2
2014-04-15,52.05381881819865,52.86161622871213,50.95058126121637,52.06255954106253,4919466268.0,1842.97998046875,0.0067573077914855,0.0120372740982246,9.307999999999998,,,,,2014,4,1,2
2014-04-16,52.513350490383125,53.3586546139533,51.7925985743631,52.66655307895396,4462208361.0,1862.31005859375,0.0104884905586892,0.0120348937342266,2.3140000000000005,,,,,2014,4,2,2
2014-04-17,52.71703316887869,53.61363028969084,51.99109870901787,52.72178665498101,4703214079.0,1864.8499755859375,0.0013638529097057,0.0119907419798023,0.9179999999999999,,,,,2014,4,3,2
2014-04-18,52.79023470294429,53.521443243006445,52.04496231961737,52.795852233214205,3783811277.0,1864.8499755859375,0.0013638529097057,0.0119907419798023,2.1999999999999997,,,,,2014,4,4,2
2014-04-19,52.79023470294429,53.521443243006445,52.04496231961737,52.795852233214205,3783811277.0,1864.8499755859375,0.0013638529097057,0.0119907419798023,1.858,,,,,2014,4,5,2
2014-04-20,52.79023470294429,53.521443243006445,52.04496231961737,52.795852233214205,3783811277.0,1864.8499755859375,0.0013638529097057,0.0119907419798023,0.8160000000000001,,,,,2014,4,6,2
2014-04-21,52.79023470294429,53.521443243006445,52.04496231961737,52.795852233214205,3783811277.0,1871.8900146484375,0.003775123551313,0.0112950657259269,0.9520000000000002,,,,,2014,4,0,2
2014-04-22,52.99241232999399,53.87671221493731,52.34173219254555,53.04338093268206,4349834106.0,1879.550048828125,0.0040921390251265,0.0065227305971655,1.9759999999999998,,,,,2014,4,1,2
2014-04-23,53.151271275283,53.83586951023369,52.316092500948436,52.88515225177505,4378723312.0,1875.3900146484375,-0.0022133138632202,0.0042862964649045,2.5860000000000003,,,,,2014,4,2,2
2014-04-24,53.26404215294958,53.93544446696909,52.14771324232623,52.91500909763028,5225522913.0,1878.6099853515625,0.0017169605671216,0.0040813913861599,3.0279999999999996,,,,,2014,4,3,2
2014-04-25,52.88353410274223,53.51442796699845,51.8239226356073,52.3203699085342,4810466999.0,1863.4000244140625,-0.0080963909784891,0.00575293005743,3.4859999999999998,,,,,2014,4,4,2
2014-04-26,52.64249190160565,53.37894293276844,51.35590444832911,52.2599673942622,5701610098.0,1863.4000244140625,-0.0080963909784891,0.00575293005743,2.943999999999999,,,,,2014,4,5,2
2014-04-27,52.64249190160565,53.37894293276844,51.35590444832911,52.2599673942622,5701610098.0,1863.4000244140625,-0.0080963909784891,0.00575293005743,5.776,,,,,2014,4,6,2
2014-04-28,52.64249190160565,53.37894293276844,51.35590444832911,52.2599673942622,5701610098.0,1869.4300537109375,0.0032360358580392,0.0043700306693799,6.77,,,,,2014,4,0,2
2014-04-29,52.52223210424519,53.41477810324254,51.8170556219443,52.5791152098858,4383003735.0,1878.3299560546875,0.0047607570692913,0.0046543709950439,6.505999999999999,,,,,2014,4,1,2
2014-04-30,52.60746799783292,53.45098339337053,51.90893681321715,52.77295636323344,4654343884.0,1883.949951171875,0.0029920169771406,0.0045865552349913,8.884,,,,,2014,4,2,2
2014-05-01,52.89416747350103,53.80987731854616,52.120807494858504,52.88544964564749,4142932503.0,1883.6800537109375,-0.000143261481426,0.0043738363412019,2.5840000000000005,,,,,2014,5,3,2
2014-05-02,53.06982233391382,53.944776453418974,52.3455119420105,52.96960800197495,3879175766.0,1881.1400146484375,-0.0013484450597095,0.0043019118809282,0.5780000000000003,,,,,2014,5,4,2
2014-05-03,52.758359755127195,53.74214113130136,52.11592041931583,53.10228722824518,3744445369.0,1881.1400146484375,-0.0013484450597095,0.0043019118809282,1.06,,,,,2014,5,5,2
2014-05-04,52.758359755127195,53.74214113130136,52.11592041931583,53.10228722824518,3744445369.0,1881.1400146484375,-0.0013484450597095,0.0043019118809282,1.746,,,,,2014,5,6,2
2014-05-05,52.758359755127195,53.74214113130136,52.11592041931583,53.10228722824518,3744445369.0,1884.6600341796875,0.0018712161263061,0.0043098988132603,1.04,,,,,2014,5,0,2
2014-05-06,53.060675419127634,53.687637143728075,52.23435412537078,52.642628083369175,4476731476.0,1867.719970703125,-0.0089883921605711,0.0046081670670846,0.6700000000000002,,,,,2014,5,1,2
2014-05-07,52.86359163163307,53.6579627590899,51.91001092196279,52.80110622182548,5157996464.0,1878.2099609375,0.0056164684208124,0.0049338266566894,1.5219999999999998,,,,,2014,5,2,2
2014-05-08,52.755463302866595,53.837326793214174,52.05459704096503,52.63548499031133,4549486047.0,1875.6300048828125,-0.0013736249452109,0.0046232292953094,3.4959999999999996,,,,,2014,5,3,2
2014-05-09,52.69390619589102,53.51256057887113,51.97119675356578,52.824765649509146,4434913557.0,1878.47998046875,0.0015194764311288,0.0044854260877232,4.317999999999999,,,,,2014,5,4,2
2014-05-10,53.14792099015669,54.15629094818006,52.63357562716119,53.48830251271031,3970069838.0,1878.47998046875,0.0015194764311288,0.0044854260877232,4.011999999999998,,,,,2014,5,5,2
2014-05-11,53.14792099015669,54.15629094818006,52.63357562716119,53.48830251271031,3970069838.0,1878.47998046875,0.0015194764311288,0.0044854260877232,2.5439999999999996,,,,,2014,5,6,2
2014-05-12,53.14792099015669,54.15629094818006,52.63357562716119,53.48830251271031,3970069838.0,1896.6500244140625,0.0096727376039313,0.0058945478426124,4.034,,,,,2014,5,0,2
2014-05-13,53.65646089922557,54.3079834979109,52.91324890357543,53.364364946387205,3800075670.0,1897.449951171875,0.0004217577030636,0.0058146529574161,2.24,,,,,2014,5,1,2
2014-05-14,53.44549264968512,54.07581160560688,52.643023938204514,53.081987873966476,3696777499.0,1888.530029296875,-0.0047010050881663,0.0062142262367882,5.235999999999999,,,,,2014,5,2,2
2014-05-15,53.05678601224495,53.60149960255059,51.93779304069949,52.68085241294002,4480640759.0,1870.8499755859375,-0.0093618070333358,0.0063082380736543,6.456,,,,,2014,5,3,2
2014-05-16,52.782165066552345,53.54416554155264,52.08153430569241,52.91213890268983,4281610873.0,1877.8599853515625,0.0037469652067796,0.0060788869613689,5.864,,,,,2014,5,4,2
2014-05-17,52.891532643075436,53.84223718461197,52.371183536312586,53.15868471550989,4000926092.0,1877.8599853515625,0.0037469652067796,0.0060788869613689,3.5779999999999994,,,,,2014,5,5,2
2014-05-18,52.891532643075436,53.84223718461197,52.371183536312586,53.15868471550989,4000926092.0,1877.8599853515625,0.0037469652067796,0.0060788869613689,0.8520000000000002,,,,,2014,5,6,2
2014-05-19,52.891532643075436,53.84223718461197,52.371183536312586,53.15868471550989,4000926092.0,1885.0799560546875,0.0038447864907102,0.0062026210437299,1.4080000000000001,,,,,2014,5,0,2
2014-05-20,53.200361476577065,53.778463827495536,52.30037072893128,52.76754019198665,4000390655.0,1872.8299560546875,-0.0064983980974675,0.0067497302165984,0.5800000000000001,,,,,2014,5,1,2
2014-05-21,53.02426054535711,53.828170244032165,52.41360993324969,53.10316937544432,3733363736.0,1888.030029296875,0.0081160989512405,0.0063775327746753,1.0860000000000003,,,,,2014,5,2,2
2014-05-22,53.21074268146637,54.073697561682614,52.68895070970813,53.33737408265887,3647944668.0,1892.489990234375,0.0023622298736216,0.0064724911321103,2.4719999999999995,,,,,2014,5,3,2
2014-05-23,53.5021095068972,54.28210660436008,52.94023404482492,53.657776669677034,3509362896.0,1900.530029296875,0.0042483918562254,0.0063539529205909,1.454,,,,,2014,5,4,2
2014-05-24,53.95209882674954,54.81476489462098,53.359271150755646,54.07497383891586,4066261460.0,1900.530029296875,0.0042483918562254,0.0063539529205909,2.2260000000000004,,,,,2014,5,5,2
2014-05-25,53.95209882674954,54.81476489462098,53.359271150755646,54.07497383891586,4066261460.0,1900.530029296875,0.0042483918562254,0.0063539529205909,1.7759999999999996,,,,,2014,5,6,2
2014-05-26,53.95209882674954,54.81476489462098,53.359271150755646,54.07497383891586,4066261460.0,1900.530029296875,0.0042483918562254,0.0063539529205909,2.0,,,,,2014,5,0,2
2014-05-27,53.95209882674954,54.81476489462098,53.359271150755646,54.07497383891586,4066261460.0,1911.9100341796875,0.0059878058790907,0.004627177585417,4.244000000000001,,,,,2014,5,1,2
2014-05-28,54.229503847273634,54.90456324148082,53.5260087818635,54.05833021174389,3906481549.0,1909.780029296875,-0.0011140717108722,0.0048747415924201,3.711999999999999,,,,,2014,5,2,2
