date,open,high,low,close,volume,num_stocks,Close_^GSPC,Return,Volatility_7,depression_word_count,total_articles,depression_index,avg_national_rainfall,price_range,price_change_pct,depression_index_category
2017-02-04,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498,2297.419921875,0.0072647580986477,0.0039023443044943,0.0,0.0,85.0,1.43,1.6008817204198635,-0.1776191201958161,High
2017-02-05,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498,2297.419921875,0.0072647580986477,0.0039023443044943,0.0,0.0,81.0,2.1619999999999995,1.6008817204198635,-0.1776191201958161,High
2017-02-06,73.21042100669155,73.97124971097949,72.37036799055963,73.08038530100781,3732909187.0,498,2292.56005859375,-0.0021153569858851,0.0039767365918605,4.0,1.0,81.0,2.3059999999999996,1.6008817204198635,-0.1776191201958161,High
2017-02-07,73.30383104074345,74.12382098430568,72.48568545940431,73.15524079521975,4150211212.0,498,2293.080078125,0.0002268291856959,0.0039699393592938,6.0,3.0,81.0,6.532000000000003,1.6381355249013723,-0.20270461095151174,High
2017-02-08,73.14678939813646,74.0651578265781,72.36859143562688,73.31129428756284,3786644013.0,498,2294.669921875,0.00069332238554,0.0029934309404768,2.0,2.0,81.0,2.614,1.6965663909512188,0.22489693776029676,High
2017-02-09,73.47254373055308,74.64404184013489,72.8462084915551,73.84738192022085,4225128770.0,498,2307.8701171875,0.0057525464497805,0.0033734675703044,0.0,1.0,81.0,6.576000000000001,1.7978333485797862,0.510174509599694,High
2017-02-10,74.09655559461979,75.0009323901038,73.34084578221122,74.22465144917668,4795775811.0,498,2316.10009765625,0.0035660501028451,0.0033549857895953,2.0,2.0,81.0,1.6520000000000001,1.6600866078925804,0.17287693541073382,High
2017-02-11,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498,2316.10009765625,0.0035660501028451,0.0033549857895953,0.0,0.0,81.0,1.8,1.5493344689642328,-0.044194989090463405,High
2017-02-12,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498,2316.10009765625,0.0035660501028451,0.0033549857895953,0.0,0.0,83.0,3.3960000000000004,1.5493344689642328,-0.044194989090463405,High
2017-02-13,74.53930207092917,75.33590407931038,73.78656961034615,74.50635943451081,4345170275.0,498,2328.25,0.0052458450979924,0.003422666709668,13.0,9.0,83.0,2.12,1.5493344689642328,-0.044194989090463405,High
2017-02-14,74.47499540571626,75.3231740659101,73.65312244864234,74.56322557332525,4250028004.0,498,2337.580078125,0.0040073351766347,0.0029228404892517,120.0,65.0,83.0,2.066,1.6700516172677595,0.11846951735726596,High
2017-02-15,74.5613857552782,75.63862669331604,73.9092370185435,74.93996068129098,3821415050.0,498,2349.25,0.0049923089198982,0.0022061175943679,238.0,84.0,83.0,2.8560000000000008,1.7293896747725483,0.5077359040178372,High
2017-02-16,75.02144795312606,75.816019999545,74.06340226366396,74.86463954984903,4019256449.0,498,2347.219970703125,-0.0008641180363413,0.002495284592641,0.0,0.0,83.0,2.182,1.7526177358810457,-0.20901809756458029,High
2017-02-17,74.79623682994458,75.68548574496057,74.00048561936634,74.9868654443557,4052564104.0,498,2351.159912109375,0.0016785565287558,0.0023442039383382,1.0,1.0,83.0,1.2020000000000002,1.6850001255942288,0.254863910927143,High
2017-02-18,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498,2351.159912109375,0.0016785565287558,0.0023442039383382,0.0,0.0,83.0,1.222,1.7149779637124851,0.35936545218554494,High
2017-02-19,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498,2351.159912109375,0.0016785565287558,0.0023442039383382,0.0,0.0,82.0,1.4459999999999997,1.7149779637124851,0.35936545218554494,High
2017-02-20,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498,2351.159912109375,0.0016785565287558,0.0023442039383382,0.0,0.0,82.0,3.2560000000000002,1.7149779637124851,0.35936545218554494,High
2017-02-21,75.14146025166666,76.20440906339898,74.4894310996865,75.41149270007888,3946313056.0,498,2365.3798828125,0.0060480661608284,0.0023940276036434,1.0,1.0,82.0,3.116,1.7149779637124851,0.35936545218554494,High
2017-02-22,75.36799012391825,76.17762946062425,74.62578805664295,75.30272296059084,3617750470.0,498,2362.820068359375,-0.001082200145408,0.0029587424983815,0.0,0.0,82.0,1.5940000000000003,1.5518414039812995,-0.0865979883768887,High
2017-02-23,75.60855037758019,76.26294248365137,74.4168513139447,75.11906468102252,5083355353.0,498,2363.81005859375,0.0004189867216857,0.0028714356503087,0.0,0.0,82.0,1.2160000000000002,1.8460911697066678,-0.6473946321060663,High
2017-02-24,75.00064781984891,76.05147679727507,74.28363405638142,75.44594363802408,4372062113.0,498,2367.340087890625,0.0014933641914423,0.0027585154633798,0.0,0.0,82.0,1.9440000000000006,1.7678427408936557,0.5937226292295049,High
2017-02-25,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498,2367.340087890625,0.0014933641914423,0.0027585154633798,0.0,0.0,82.0,2.8799999999999994,1.666336429683156,0.23639929939336068,High
2017-02-26,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498,2367.340087890625,0.0014933641914423,0.0027585154633798,0.0,0.0,82.0,1.164,1.666336429683156,0.23639929939336068,High
2017-02-27,75.49434565410598,76.42674557073245,74.7604091410493,75.6728137583139,3919291370.0,498,2369.75,0.0010179830611165,0.0023775748112121,0.0,0.0,82.0,1.9620000000000004,1.666336429683156,0.23639929939336068,High
2017-02-28,75.76189361537536,76.62907971941858,74.8799016553264,75.55741606658721,4342092823.0,498,2363.639892578125,-0.0025783763780462,0.0026976857998682,0.0,0.0,82.0,3.253999999999999,1.7491780640921775,-0.2698949815407607,High
2017-03-01,76.2390071700167,77.40158104917465,75.4843700729636,76.47619719151034,4441530037.0,498,2395.9599609375,0.0136738546598662,0.0055270290402958,0.0,0.0,82.0,6.864,1.9172109762110523,0.3111137333736344,High
2017-03-02,76.49188856606612,77.17574271766576,75.47625423831748,75.99608338405808,4064185943.0,498,2381.919921875,-0.0058598805035984,0.0061292358671121,2.0,1.0,82.0,1.714,1.6994884793482754,-0.648180076740835,High
2017-03-03,76.03985987998944,76.79949380430935,75.24085252534361,76.02267266373079,3972821419.0,498,2383.1201171875,0.00050387727206,0.0060679273315293,0.0,0.0,82.0,0.7660000000000001,1.5586412789657373,-0.022602903642608016,High
2017-03-04,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498,2383.1201171875,0.00050387727206,0.0060679273315293,1.0,1.0,82.0,0.7919999999999999,1.5609770213858383,-0.0365444244613258,High
2017-03-05,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498,2383.1201171875,0.00050387727206,0.0060679273315293,1.0,1.0,81.0,1.2920000000000003,1.5609770213858383,-0.0365444244613258,High
2017-03-06,75.83954645069801,76.62943953607551,75.06846251468967,75.81183132493352,3987764074.0,498,2375.31005859375,-0.0032772408480052,0.0063072361092416,0.0,0.0,81.0,2.306,1.5609770213858383,-0.0365444244613258,High
2017-03-07,75.77681592615693,76.54399504671703,74.98961780373158,75.6024812196632,3641315419.0,498,2368.389892578125,-0.0029133737680216,0.0064347087473426,0.0,0.0,81.0,5.321999999999999,1.5543772429854528,-0.2300633833224265,High
2017-03-08,75.72730006490252,76.61665400589828,74.93592331171472,75.57323716491102,3761657454.0,498,2362.97998046875,-0.0022842151650487,0.0064754823533315,0.0,0.0,81.0,2.354,1.6807306941835662,-0.2034443323074518,High
2017-03-09,75.68384198964371,76.50590966701579,74.81580411610507,75.5099656337715,3499391483.0,498,2364.8701171875,0.0007998953585612,0.0064108354886758,0.0,0.0,81.0,1.7180000000000002,1.6901055509107152,-0.22974039279877256,High
2017-03-10,75.91805422330141,76.73241190497578,75.07918692674103,75.86719939938511,3615810614.0,498,2372.60009765625,0.0032686701956989,0.0030753663789167,0.0,0.0,81.0,3.0780000000000003,1.6532249782347463,-0.06698646907719015,High
2017-03-11,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498,2372.60009765625,0.0032686701956989,0.0030753663789167,0.0,0.0,81.0,1.744,1.512259411746868,0.01772209825846671,High
2017-03-12,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498,2372.60009765625,0.0032686701956989,0.0030753663789167,0.0,0.0,83.0,1.7979999999999998,1.512259411746868,0.01772209825846671,High
2017-03-13,76.02805369734888,76.80315297564448,75.29089356389761,76.04152746372912,3735012917.0,498,2373.469970703125,0.0003666328125562,0.0023934670041887,8.0,7.0,83.0,2.686000000000001,1.512259411746868,0.01772209825846671,High
2017-03-14,75.93043378288397,76.6077058980993,75.0902095781414,75.76260957899821,3326908297.0,498,2365.449951171875,-0.0033790271755046,0.0025644888524439,0.0,0.0,83.0,11.104000000000001,1.5174963199578997,-0.22102363377198042,High
2017-03-15,76.07112486795678,77.15352854960032,75.33176086504557,76.42453112468183,3989541742.0,498,2385.260009765625,0.0083747527965813,0.0041664931482979,0.0,0.0,83.0,1.418,1.8217676845547572,0.46457345982261905,High
2017-03-16,76.57728640189815,77.36235784448199,75.65325610503017,76.32982939170546,3598064584.0,498,2381.3798828125,-0.0016267102694209,0.004010895147915,0.0,0.0,83.0,0.6459999999999999,1.7091017394518246,-0.3231467473187405,High
2017-03-17,76.51567916715649,77.30194483546224,75.69840183056485,76.38149086394942,5710595540.0,498,2378.25,-0.0013143147950017,0.0039023370363206,0.0,0.0,83.0,1.21,1.6035430048973893,-0.1753736027277755,High
2017-03-18,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498,2378.25,-0.0013143147950017,0.0039023370363206,0.0,0.0,83.0,2.4960000000000004,1.5030995917687449,-0.3962147866330557,High
2017-03-19,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498,2378.25,-0.0013143147950017,0.0039023370363206,0.0,0.0,88.0,0.5219999999999999,1.5030995917687449,-0.3962147866330557,High
2017-03-20,76.4881324229227,77.1224889346427,75.61938934287396,76.18507513224361,3740354390.0,498,2373.469970703125,-0.0020098935338483,0.004058970948397,0.0,0.0,88.0,0.5760000000000001,1.5030995917687449,-0.3962147866330557,High
2017-03-21,76.52027769040691,77.10481226738274,74.83859251671329,75.28284275962646,4947176398.0,498,2344.02001953125,-0.0124079729406268,0.0061032813452734,4.0,1.0,88.0,1.3980000000000001,2.2662197506694497,-1.6171333509621924,High
2017-03-22,75.4024014364938,76.2474104218565,74.51486805776885,75.48093273122626,3929534916.0,498,2348.449951171875,0.0018898864360001,0.0062159353486004,0.0,0.0,88.0,1.008,1.7325423640876494,0.10414959369510063,High
2017-03-23,75.52855418786618,76.50740468655222,74.84913820725833,75.45242633350404,3630461937.0,498,2345.9599609375,-0.0010602696613281,0.0061604104283729,0.0,0.0,88.0,1.754,1.6582664792938857,-0.10079347497210747,High
2017-03-24,75.71775414601345,76.46659937553596,74.81780541296754,75.39959252120022,3565328081.0,498,2343.97998046875,-0.0008439958489141,0.0045581538346645,0.0,0.0,88.0,3.6599999999999993,1.6487939625684191,-0.420194217857662,High
2017-03-25,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498,2343.97998046875,-0.0008439958489141,0.0045581538346645,0.0,0.0,88.0,5.102000000000001,1.9286291418961952,0.5851003114592012,High
2017-03-26,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498,2343.97998046875,-0.0008439958489141,0.0045581538346645,0.0,0.0,83.0,2.841999999999999,1.9286291418961952,0.5851003114592012,High
2017-03-27,74.94511330210892,76.12993477276676,74.20130563087056,75.38361739346301,3632463466.0,498,2341.590087890625,-0.0010195874529811,0.0045828474558522,0.0,0.0,83.0,4.081999999999999,1.9286291418961952,0.5851003114592012,High
2017-03-28,75.36373183713329,76.5415513004876,74.72409342591791,75.80095004843899,3636597219.0,498,2358.570068359375,0.0072514743535005,0.0058796615592736,1.0,1.0,83.0,3.25,1.8174578745696834,0.5801440568927327,High
2017-03-29,75.81564743094927,76.71516276658814,75.16909783764784,75.9267471990432,3316020472.0,498,2361.1298828125,0.0010853247429301,0.0059223323718983,0.0,0.0,83.0,5.267999999999998,1.5460649289402966,0.14653936470716392,High
2017-03-30,75.97177846587049,76.87900264599384,75.30981423078852,76.07577452985159,3545875737.0,498,2368.06005859375,0.0029351099368557,0.0029958519209424,11.0,3.0,83.0,5.09,1.5691884152053177,0.13688775763992292,High
2017-03-31,76.04668387140468,76.91622656881097,75.42828493028924,76.05155113279581,3603340862.0,498,2362.719970703125,-0.0022550474897145,0.0032922748649552,2.0,2.0,83.0,8.026000000000002,1.4879416385217326,0.006400359809715095,High
2017-04-01,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498,2362.719970703125,-0.0022550474897145,0.0032922748649552,0.0,0.0,83.0,4.282,1.822872634429146,-0.5001019479808112,High
2017-04-02,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498,2362.719970703125,-0.0022550474897145,0.0032922748649552,1.0,1.0,82.0,2.722,1.822872634429146,-0.5001019479808112,High
2017-04-03,76.21952519153815,76.93077999794511,75.10790736351596,75.83834986131355,3880030887.0,498,2358.840087890625,-0.0016421255420062,0.0033558757294995,6.0,3.0,82.0,6.473999999999998,1.822872634429146,-0.5001019479808112,High
2017-04-04,75.88162489676472,76.64926080197279,75.11074120234301,75.78780217965443,4302178528.0,498,2360.159912109375,0.0005595225490382,0.003283309753665,2.0,2.0,82.0,5.6720000000000015,1.5385195996297796,-0.12364352666133463,High
2017-04-05,76.09978416318816,77.02967111932496,75.13194688376636,75.55162201349036,4116070861.0,498,2352.949951171875,-0.0030548611983906,0.0035684385335856,9.0,3.0,82.0,4.718,1.8977242355585986,-0.7203202423312066,High
2017-04-06,75.71562030998307,76.61176741733979,75.01170475562618,75.84756585488836,3752072433.0,498,2357.489990234375,0.0019295094059432,0.0022699076236525,5.0,5.0,82.0,7.776,1.6000626617136078,0.1742646291017647,High
2017-04-07,75.88789891685364,76.65466720855746,75.19736773058945,75.76738273810192,3340290174.0,498,2355.5400390625,-0.0008271302020167,0.0022232399296541,1.0,1.0,82.0,2.0060000000000002,1.4572994779680073,-0.15880816371497067,High
2017-04-08,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498,2355.5400390625,-0.0008271302020167,0.0022232399296541,0.0,0.0,82.0,0.7040000000000001,1.5118699441308792,-0.06921282736936907,High
2017-04-09,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498,2355.5400390625,-0.0008271302020167,0.0022232399296541,0.0,0.0,83.0,1.268,1.5118699441308792,-0.06921282736936907,High
2017-04-10,75.9103929666443,76.78907113872361,75.27720119459273,75.85785323740488,3566300630.0,498,2357.159912109375,0.0006876864837839,0.0017926260433553,1.0,1.0,83.0,2.536,1.5118699441308792,-0.06921282736936907,High
2017-04-11,75.84908372294264,76.62981518247322,74.9623275643077,75.96050114708254,3672784858.0,498,2353.780029296875,-0.001433879303282,0.0016948604628088,5.0,3.0,83.0,2.396,1.6674876181655236,0.14689356637040038,High
2017-04-12,76.01679801296272,76.65037129892697,74.99683352867206,75.5131517208245,3561943102.0,498,2344.929931640625,-0.0037599510345466,0.0020715212608428,3.0,4.0,83.0,1.4139999999999997,1.653537770254914,-0.6625460494302116,High
2017-04-13,75.54106838548853,76.32196617359689,74.73965067983731,75.13105582185538,3523325437.0,498,2328.949951171875,-0.0068146942273749,0.0029347578444855,22.0,5.0,83.0,1.2460000000000002,1.5823154937595802,-0.5427677585136049,High
2017-04-14,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498,2328.949951171875,-0.0068146942273749,0.0029347578444855,1.0,1.0,83.0,1.0239999999999998,1.5406010577467697,0.6100635454146959,High
2017-04-15,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498,2328.949951171875,-0.0068146942273749,0.0029347578444855,7.0,3.0,83.0,1.8740000000000003,1.5406010577467697,0.6100635454146959,High
2017-04-16,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498,2328.949951171875,-0.0068146942273749,0.0029347578444855,5.0,3.0,88.0,1.5700000000000003,1.5406010577467697,0.6100635454146959,High
2017-04-17,75.37623915917358,76.38475010542766,74.84414904768089,75.8360821161883,3255247370.0,498,2349.010009765625,0.0086133489402193,0.004853436731647,309.0,190.0,88.0,2.9240000000000004,1.5406010577467697,0.6100635454146959,High
2017-04-18,75.64214210532599,76.54914597436192,74.88635502915812,75.61628714574867,3383122805.0,498,2342.18994140625,-0.0029033798625895,0.0048388812688498,161.0,94.0,88.0,2.6220000000000003,1.6627909452037954,-0.03418062849319498,High
2017-04-19,75.94960602971071,76.78203114864814,75.14059817206987,75.72413682602496,3517225772.0,498,2338.169921875,-0.0017163507793208,0.0048477096080303,0.0,0.0,88.0,2.298,1.6414329765782725,-0.2968668508926123,High
2017-04-20,75.98478462910485,77.03232047555893,75.07539436788332,76.04533921283891,3726000522.0,498,2355.840087890625,0.0075572634179876,0.0058492287873704,6.0,2.0,88.0,3.712000000000001,1.9569261076756135,0.07969303858612957,High
2017-04-21,76.1077936161881,76.90708180844601,75.32601414741761,75.9583181051844,3558313139.0,498,2348.68994140625,-0.0030350729326357,0.0059422343989312,2.0,2.0,88.0,5.451999999999999,1.5810676610283991,-0.19639974291924173,High
2017-04-22,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498,2348.68994140625,-0.0030350729326357,0.0059422343989312,0.0,0.0,88.0,3.94,1.6946781883989956,-0.13709344273299162,High
2017-04-23,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498,2348.68994140625,-0.0030350729326357,0.0059422343989312,0.0,0.0,96.0,2.562,1.6946781883989956,-0.13709344273299162,Very High
2017-04-24,76.83674235514381,77.63326967413016,75.93859148573117,76.73140421976527,3793953734.0,498,2374.14990234375,0.0108400689629795,0.0069924667837837,1.0,1.0,96.0,5.714000000000002,1.6946781883989956,-0.13709344273299162,Very High
2017-04-25,77.11177878215135,78.00549770435616,76.28171387749869,77.11313041817232,3919487970.0,498,2388.610107421875,0.006090687476747,0.0059720008819344,0.0,0.0,96.0,5.119999999999999,1.7237838268574706,0.0017528269251694596,Very High
2017-04-26,77.24681577228316,78.17626376224067,76.41695102526454,77.13429247949975,3870887440.0,498,2387.449951171875,-0.0004857034835427,0.0056915366840986,2.0,1.0,96.0,5.655999999999999,1.7593127369761277,-0.14566722480201189,Very High
2017-04-27,77.34716786814329,78.34891737861531,76.44478961742062,77.35532612829323,3708782073.0,498,2388.77001953125,0.0005529198041311,0.0052976043530597,0.0,0.0,96.0,2.8720000000000003,1.9041277611946867,0.010547587422784877,Very High
2017-04-28,77.5405271531656,78.34414652658677,76.46512250360227,77.20294457937341,3983132970.0,498,2384.199951171875,-0.0019131470681601,0.0053261920324395,0.0,0.0,96.0,2.886,1.8790240229844954,-0.43536275311278716,Very High
2017-04-29,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498,2384.199951171875,-0.0019131470681601,0.0053261920324395,1.0,1.0,96.0,9.046000000000001,1.7974744493312045,-0.2078416882108564,Very High
2017-04-30,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498,2384.199951171875,-0.0019131470681601,0.0053261920324395,0.0,0.0,85.0,10.516000000000002,1.7974744493312045,-0.2078416882108564,High
2017-05-01,77.50941732831627,78.38009908877547,76.58262463944426,77.3483204468187,3610336162.0,498,2388.330078125,0.0017322905115801,0.0048969866166223,0.0,0.0,85.0,5.650000000000001,1.7974744493312045,-0.2078416882108564,High
