Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2016-12-26,0.4,9.6,0.0,8.5,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,6.7,16.8,3.8,0.0,0.0,0.0,1.8,0.0,0.2,6.2,6.9,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,16.1,5.8,0.0,0.6,0.1,1.4,0.0,1.3,0.0,4.6,0.0,0.4,0.5,3.1,0.0,10.6,0.4
2016-12-27,2.1,0.0,0.0,2.7,0.0,0.0,3.1,0.5,0.0,0.2,0.0,4.3,0.0,0.0,0.0,0.0,12.1,0.7,15.8,0.2,1.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.9,0.5,0.0,2.3,0.1,0.0,5.8,0.0,29.9,1.0,2.1,0.5,0.0,19.4,1.6,0.0,7.7,0.0,25.7,6.5,0.0,0.0
2016-12-28,0.6,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,5.5,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.1,0.0,5.2,0.0,0.0,0.0
2016-12-29,9.6,1.9,0.0,0.0,0.0,0.0,14.8,6.0,0.0,3.6,0.0,0.0,0.0,0.2,0.0,0.0,1.3,5.3,12.6,5.4,25.7,0.0,0.0,8.7,0.0,0.0,0.0,0.0,33.6,8.3,0.0,6.9,7.7,0.0,2.6,0.0,0.0,4.3,26.1,2.0,0.0,12.9,0.0,0.0,8.6,8.9,7.0,6.0,0.0,0.0
2016-12-30,0.0,6.8,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.2,0.0,0.0,0.0,0.0,3.2,0.0,0.0,4.4,0.0,0.0,1.2,0.0,0.0,0.8,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.0,1.2,0.0,0.0
2016-12-31,8.1,0.2,10.5,0.3,10.3,0.0,0.8,0.0,0.0,1.8,0.0,0.0,0.0,0.5,0.0,0.0,4.2,32.4,2.1,0.0,1.3,0.3,0.0,12.0,0.0,0.0,0.0,0.0,1.2,0.0,0.6,0.6,0.0,0.0,3.3,0.0,0.1,0.2,0.2,0.0,0.0,7.9,0.0,0.0,0.9,0.0,4.1,3.3,0.8,0.0
2017-01-01,22.9,0.0,20.0,0.0,0.0,0.0,0.7,0.0,0.0,47.0,0.5,0.2,0.0,0.0,0.0,1.5,3.0,11.2,4.6,0.0,3.6,0.0,0.0,3.2,0.0,4.4,0.1,0.0,0.5,0.0,0.0,1.6,8.7,0.9,0.6,0.0,25.7,0.0,1.6,11.0,0.5,3.0,0.6,0.0,1.1,0.0,10.5,3.2,0.0,0.0
2017-01-02,23.2,0.0,1.8,14.5,0.0,0.0,0.2,22.3,0.4,45.8,0.1,2.0,6.5,5.2,4.6,2.3,1.0,9.6,0.0,4.0,0.0,8.2,4.3,15.8,0.0,1.4,0.4,0.0,0.0,8.8,0.0,0.5,24.3,12.0,0.4,3.4,3.9,1.9,0.3,24.4,1.9,11.4,7.3,5.2,0.0,11.9,0.3,2.2,4.6,3.1
2017-01-03,3.9,0.0,0.0,0.5,0.8,0.0,15.2,11.9,0.1,16.5,0.0,1.1,3.8,17.0,0.3,0.4,17.4,0.0,4.5,15.5,22.7,4.5,1.0,0.0,0.9,0.0,0.0,0.0,12.9,7.2,0.0,12.3,9.3,1.5,20.1,0.4,0.4,10.6,7.6,16.1,0.0,9.4,0.0,0.7,10.9,13.1,0.0,23.0,2.7,0.1
2017-01-04,0.0,0.0,0.0,0.1,1.8,0.7,1.1,0.1,1.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.2,1.7,0.7,0.0,0.0,0.0,0.0,2.5,2.3,3.4,0.6,0.0,2.2,0.0,0.0,1.5,0.0,4.7,0.8,0.8,0.0,0.0,0.9,0.0,1.9,5.8,0.0,0.0,4.5,0.0,2.3
2017-01-05,0.0,0.0,0.0,0.0,5.3,6.4,0.0,0.4,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.7,4.6,1.6,0.1,0.8,0.0,0.0,0.0,0.3,1.9,0.0,0.2,1.5,0.1,0.2,2.3,0.8,0.0,0.0,1.8,0.0,0.0,1.5,0.0,0.0,0.0,0.7,0.0,6.5,0.4,0.1,0.0,4.9,0.0,0.2
2017-01-06,13.4,0.0,12.0,3.6,0.0,0.8,2.1,2.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,10.6,0.2,0.9,2.1,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.5,2.2,6.5,0.8,4.0,0.0,0.0,1.8,0.0,0.7,3.6,12.4,0.0,3.2,0.0,0.0,0.5,1.1,0.0,1.7,0.0,0.0
2017-01-07,0.3,0.0,0.0,0.0,26.7,0.0,9.1,8.2,19.0,9.6,0.1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.2,8.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.8,0.0,0.0,18.4,0.0,0.0,0.0,11.2,0.2,12.9,26.4,0.0,0.0,0.0,0.0,0.0,9.7,1.2,0.8,0.0,0.1
2017-01-08,0.0,0.0,0.7,0.0,9.6,0.3,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.6,0.0,0.5,0.0,0.0,1.9,0.0,2.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,25.1,0.0,0.7,0.0,0.8,0.0,0.0,5.2,0.6,0.0,11.1,0.0,0.1,0.0
2017-01-09,0.0,0.0,1.7,0.1,9.0,2.8,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,0.0,0.0,3.1,0.0,6.0,0.0,0.0,0.0,0.1,0.0,2.6,0.0,0.0,33.8,0.0,0.0,0.0,1.6,0.0,0.0,14.4,0.0,0.0,13.4,0.0,3.4,3.4
2017-01-10,0.0,0.0,0.0,5.6,2.9,0.4,0.4,0.0,0.1,0.0,0.0,6.4,5.8,8.8,12.1,0.1,1.5,0.0,0.6,0.1,2.1,17.2,6.2,0.0,0.5,1.8,1.9,0.0,1.1,0.0,0.0,1.6,0.0,0.8,12.4,0.0,31.1,4.8,1.9,0.0,2.4,1.2,0.0,0.8,1.8,0.0,3.2,0.4,18.5,0.0
2017-01-11,0.9,0.0,0.0,1.4,6.3,0.4,3.9,7.4,0.0,0.0,0.0,6.0,4.6,1.9,0.3,0.0,4.7,1.6,9.7,4.8,5.8,5.3,2.0,1.1,0.6,1.0,0.4,2.0,4.4,5.6,0.0,5.3,0.1,1.0,10.1,0.0,12.8,6.3,6.6,0.0,1.0,10.4,0.0,10.6,8.1,2.3,1.6,11.6,0.5,0.7
2017-01-12,0.0,0.0,0.0,6.7,11.3,0.5,6.2,1.0,0.0,0.0,0.0,0.0,12.6,14.0,0.5,0.0,17.2,0.5,2.4,1.8,11.4,4.9,0.0,0.3,2.4,0.0,0.6,9.3,9.1,5.9,0.0,13.3,0.0,0.0,21.2,0.0,0.3,3.8,4.5,0.0,0.0,0.8,0.1,6.9,5.8,0.0,0.0,3.4,0.7,0.0
2017-01-13,0.0,3.9,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,17.3,0.4,0.1,0.0,0.0,0.0,0.0,0.6,8.6,0.0,0.0,5.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.6,3.9,2.9,0.7,1.3,0.0,0.0,2.6,0.0,0.0
2017-01-14,0.0,0.5,9.3,1.6,0.0,1.6,1.2,4.0,0.2,0.0,0.0,0.0,1.1,3.9,0.0,0.8,5.4,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9,4.2,0.5,1.3,0.0,0.5,5.2,0.0,2.1,0.8,0.0,0.0,0.6,0.3,0.0,0.0,4.3,0.0,43.5,0.0,0.0
2017-01-15,0.0,0.0,7.1,0.9,0.0,1.9,0.0,0.1,0.0,0.0,0.3,0.0,1.0,0.0,0.1,17.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.0,4.4,0.0,0.0,0.0,31.9,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.1,0.0,0.1,6.8,0.0,0.3,0.1,0.0,2.2,0.0,0.0
2017-01-16,0.0,1.5,3.3,7.1,0.0,10.0,0.0,0.0,0.0,0.6,0.0,0.0,10.1,5.8,14.6,16.9,0.5,0.7,0.0,0.0,0.0,3.2,0.0,2.1,14.0,0.0,14.4,0.0,0.0,0.0,3.6,0.0,1.6,0.0,1.3,21.5,0.0,0.0,0.0,0.0,0.0,1.9,13.8,0.0,0.0,4.6,0.0,2.6,8.6,0.0
2017-01-17,0.2,0.3,0.0,0.0,0.0,0.7,4.4,5.0,0.0,0.0,0.0,0.0,12.1,20.0,0.0,0.0,11.7,0.7,0.0,5.5,3.7,11.8,0.0,0.6,0.0,0.0,0.0,0.0,2.7,3.9,0.6,6.8,1.2,0.0,12.5,0.0,7.8,8.8,3.0,0.0,0.0,15.8,26.6,0.0,3.6,3.2,11.9,8.3,8.9,0.0
2017-01-18,0.8,0.0,0.0,7.5,7.5,0.0,4.6,4.2,0.0,0.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.9,1.5,1.4,7.1,0.3,0.0,1.6,0.0,0.0,0.0,0.9,9.7,0.0,0.0,3.2,0.0,0.0,0.7,0.6,26.7,0.6,7.1,0.0,0.0,0.0,32.3,0.0,5.6,0.1,39.6,2.5,0.0,0.0
2017-01-19,25.4,0.0,4.1,14.5,5.5,0.0,0.0,0.0,0.0,0.1,0.0,9.3,11.7,11.5,0.6,0.9,17.6,49.2,3.1,0.0,0.0,0.0,0.0,45.6,5.4,1.1,0.2,5.0,1.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,20.2,0.0,9.4,2.4,0.0,8.5,0.0,0.0,0.1
2017-01-20,3.1,2.0,32.1,0.5,9.9,1.4,0.0,4.7,0.0,1.7,0.1,0.0,2.3,18.0,0.8,0.3,13.2,0.0,0.0,5.4,0.0,1.1,1.3,0.4,0.5,1.0,0.8,4.8,0.0,2.0,1.6,0.1,4.7,0.1,14.1,0.0,5.0,6.0,0.0,0.6,0.0,8.7,0.0,0.5,0.0,6.2,0.3,3.8,6.4,1.5
2017-01-21,50.9,0.0,49.9,0.1,1.0,0.2,0.3,0.0,0.0,41.2,1.3,0.2,0.2,0.0,5.2,0.3,0.0,17.6,0.4,0.0,0.0,0.8,0.5,38.4,0.6,0.0,0.0,0.2,0.0,0.0,3.3,0.0,19.7,0.0,2.8,0.0,11.0,0.0,0.0,8.5,0.1,1.3,0.6,7.8,0.0,1.4,1.6,0.3,2.0,0.0
2017-01-22,29.8,0.1,0.0,8.9,7.4,0.0,0.0,4.3,9.4,21.5,0.2,1.1,0.2,0.2,0.0,0.0,2.0,3.3,0.0,2.0,0.0,0.2,0.2,13.8,10.2,0.0,0.0,9.3,0.5,0.2,0.2,1.1,5.9,0.0,3.2,3.1,7.6,0.4,0.0,33.0,0.0,13.1,0.0,1.5,0.8,4.4,3.3,0.2,0.8,0.0
2017-01-23,2.3,8.8,23.8,0.0,4.2,0.3,9.3,13.3,1.3,5.9,0.0,0.5,0.3,0.2,0.0,0.0,10.9,0.0,0.0,9.5,4.9,5.7,0.0,3.1,0.7,0.9,0.0,9.1,0.1,19.9,0.0,7.9,22.3,0.0,7.5,0.0,0.6,16.8,6.5,6.1,0.6,3.3,0.0,9.6,0.3,26.2,0.0,24.1,0.0,3.4
2017-01-24,0.0,15.8,23.5,0.0,0.3,1.8,25.5,5.1,0.0,0.0,1.5,1.4,0.0,0.0,1.6,0.2,0.0,0.0,34.9,1.6,20.5,4.1,0.0,0.0,0.0,0.2,6.8,0.0,17.2,18.1,2.0,26.2,0.0,0.0,4.5,0.0,0.1,16.0,17.7,0.0,6.0,0.0,0.0,0.2,20.6,0.0,0.1,2.7,0.0,6.2
2017-01-25,0.1,8.1,0.1,0.4,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.5,0.0,0.8,2.6,8.1,0.0,1.6,5.6,0.0,7.0,0.0,0.0,1.5,0.0,0.4,0.0,0.2,1.0,0.0,0.9,1.4,0.0,0.8,0.0,5.0,0.0,7.1,1.4,0.2,0.5,0.5,0.0,1.5,0.4,10.9,0.8
2017-01-26,13.5,43.3,0.0,0.0,0.0,0.0,2.3,3.6,0.0,2.4,0.0,0.0,1.7,0.8,0.5,0.0,0.1,0.0,0.4,1.7,1.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,0.0,3.2,5.4,0.1,2.0,0.0,2.0,2.1,1.1,2.3,0.1,0.0,0.0,0.2,3.2,0.5,2.0,2.1,0.1,0.0
2017-01-27,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.6,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.1,0.0,0.0
2017-01-28,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,2.9,0.0,0.0,0.2,0.0,0.0
2017-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.5,2.5,0.0,1.1,1.1,0.1,0.0,2.2,0.0,0.0,0.5,0.0,1.1,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.8,0.7,0.0,0.0,0.1,0.0,0.0,0.8,4.0,0.0,0.0,0.3,0.3,4.1,6.9,0.0,0.0
2017-01-30,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.1,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,3.5,1.7,5.6,0.0
2017-01-31,0.0,23.6,0.0,0.0,0.0,0.0,2.4,0.7,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.2,5.8,0.0,0.0,6.8,0.0,0.0,0.0,1.6,0.0,2.8,0.0,0.5,3.5,0.0,7.8,2.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.1,2.3,0.0
2017-02-01,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.2,0.9,0.0,0.0,0.0,0.7,2.9,0.0,1.5,0.1,0.0,0.0,0.0,0.6,0.3,0.0,4.1,0.0,0.0,3.2,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.3,0.0,0.0,3.9,0.0,0.0,2.0,0.0,0.8
2017-02-02,1.9,0.0,0.0,0.2,3.9,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.1,0.1,0.0,2.4,0.0,0.0,0.1,0.4,0.1,0.0,0.0,1.2,0.0,0.0,0.1,0.0,1.1,0.2,0.3,0.6,0.0,3.4,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2
2017-02-03,2.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.4,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.1,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,13.3,0.0,0.0,2.9,0.0,0.0,0.1,2.5,0.9,0.0,12.4,0.1,0.0,0.0
2017-02-04,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26.6,0.0,0.0,0.0,0.0,0.0,1.1,2.8,0.9,0.0,27.3,0.0,0.5,0.0
2017-02-05,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,2.2,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,0.1,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.0,0.0,32.9,0.6,0.1,0.9,0.0,0.5,0.3,0.0,0.4,0.0,40.8,0.1,0.1,0.0
2017-02-06,2.6,0.0,0.0,4.5,11.9,0.0,0.0,0.0,0.0,0.0,7.9,8.8,0.5,1.1,0.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,1.8,5.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,1.0,0.0,24.4,0.0,0.0,0.0,0.0,2.6,1.8,1.6,1.1,0.0,34.6,0.6,0.0,0.0
2017-02-07,22.6,0.0,0.4,0.6,19.8,0.0,9.2,2.5,0.8,16.7,14.9,7.5,17.8,16.3,0.2,0.0,8.6,3.3,4.0,1.7,15.5,11.4,3.4,24.9,11.0,0.8,0.3,0.3,7.4,4.6,0.0,6.2,0.0,2.3,21.8,0.0,16.3,12.3,6.1,0.1,0.0,12.3,0.0,4.0,9.8,1.7,2.4,2.5,0.5,1.8
2017-02-08,0.3,0.0,0.0,0.0,0.0,0.4,0.7,0.0,1.4,0.4,0.3,2.8,6.8,3.5,2.9,0.6,9.4,0.0,5.8,0.3,0.6,0.0,0.0,0.7,0.3,1.0,1.6,0.1,5.9,0.9,0.0,4.9,2.7,0.0,4.0,0.0,24.8,0.3,0.3,7.0,0.7,8.0,0.0,0.1,10.0,0.0,14.3,6.9,0.0,0.0
2017-02-09,0.5,0.0,0.0,0.0,0.0,0.0,30.2,18.4,1.2,3.6,0.0,19.5,0.0,0.0,0.0,0.0,0.5,0.0,14.2,12.3,20.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,13.0,17.8,0.0,11.6,4.6,0.2,1.2,0.0,34.4,14.7,32.8,4.8,0.0,0.1,0.0,0.0,6.8,8.6,47.8,8.3,0.0,0.0
2017-02-10,0.0,1.1,0.0,0.0,14.7,0.0,0.3,0.0,0.0,0.0,0.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.4,0.3,0.0,0.0,2.6,0.0,6.4,0.1,0.1,0.0,3.4,0.0,0.0,0.0,0.0,22.6,0.7,0.2,0.0,0.0,0.0,0.7,6.4,0.2,0.0,14.5,0.0,0.0,0.1
2017-02-11,0.8,0.7,0.0,1.1,2.3,0.1,1.8,1.7,0.0,0.0,14.9,0.0,1.0,1.1,0.0,0.0,1.5,1.1,3.5,0.0,2.9,0.0,1.1,0.3,0.0,1.2,1.3,3.2,3.5,0.1,0.0,1.9,0.0,0.2,0.1,0.0,1.8,0.0,3.3,0.0,2.6,0.7,0.0,16.4,3.7,0.0,12.6,0.3,0.0,1.2
2017-02-12,1.9,1.6,0.9,0.9,0.0,6.3,13.6,4.0,0.0,0.2,1.9,0.0,4.5,3.1,0.1,0.0,3.0,1.1,6.7,4.2,15.3,2.5,0.2,2.0,0.0,0.0,0.0,0.0,12.2,9.6,1.3,12.8,0.9,0.0,10.2,0.0,0.0,8.4,14.3,0.0,0.0,1.4,0.0,0.0,13.0,0.2,0.0,10.5,1.0,0.0
2017-02-13,0.0,33.5,1.0,0.0,0.0,0.8,0.9,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,1.7,0.0,0.5,26.4,0.1,4.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.5,0.0,4.6,4.5,0.0,0.0,0.0,9.4,0.0,0.0,0.7,0.0,0.0,0.0,2.9,0.0,6.7,0.0,0.0,0.1,0.0,0.0
2017-02-14,1.3,33.7,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.3,5.5,0.0,0.1,0.0,0.6,0.0,2.4,0.2,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.5,14.9,0.0,0.1,0.0,0.0,0.1,0.1,0.0
2017-02-15,3.4,18.4,0.0,0.7,0.0,0.0,0.8,0.0,1.1,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0.0,1.4,0.1,0.0,3.0,0.0,0.0,0.0,0.0,11.9,0.1,0.0,3.5,8.8,0.0,0.7,0.0,11.7,0.4,0.8,16.4,0.0,6.7,0.0,0.0,2.9,5.4,26.0,1.4,0.0,0.0
2017-02-16,0.0,19.8,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.4,4.3,0.4,0.6,0.0,0.0,0.0,0.0,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.8,0.0,26.2,0.0,0.3,0.0
2017-02-17,0.0,12.7,0.2,0.1,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,6.9,0.0,0.0,0.0
2017-02-18,1.1,1.9,19.0,0.1,1.2,0.0,0.0,0.0,6.9,0.4,0.0,1.1,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,4.5,0.8,0.1,0.0,0.0,3.9,0.0,0.0,0.1
2017-02-19,0.0,2.1,24.6,0.0,3.7,0.0,0.0,0.0,1.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.1,0.0,1.1,1.3,5.7,0.1,0.0,9.1,2.3,0.0,0.1
2017-02-20,0.0,1.0,0.3,5.1,7.3,1.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.5,11.0,0.0,12.2,0.0,0.0,0.0,0.0,13.1,0.0,2.5,1.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,4.3,0.0,25.5,12.1,0.0,0.0,0.0,0.6,0.0,27.1,0.0,0.9,0.0,10.3,0.0,9.5,0.0
2017-02-21,19.9,0.2,0.0,16.0,1.2,0.0,0.0,0.0,0.1,1.3,0.5,7.6,6.2,0.4,0.1,0.0,1.5,19.8,0.0,0.0,0.0,1.7,0.2,22.5,1.8,0.8,0.0,4.6,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,31.7,0.0,0.0,0.5,0.0,6.3,0.0,1.1,0.0,0.0,5.8,0.2,0.9,0.4
2017-02-22,1.6,4.6,0.4,0.0,0.6,0.0,0.0,0.0,15.8,2.6,0.4,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.0,0.5,0.2,0.1,4.1,0.0,0.0,3.3,0.0,0.3,0.0,0.0,0.3,0.1,0.2,1.7,2.6,0.0,4.1,0.0,0.0,0.4,0.0,1.5,0.0,9.2,0.5,1.4,6.0,3.4,0.0,1.1
2017-02-23,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.2,4.0,1.8,1.0,2.6,0.8,1.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,2.8,4.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,2.5,2.7,0.0,0.1,1.2,0.0,0.0,0.9,0.7,0.2,0.2,1.3,0.8,23.2
2017-02-24,0.0,0.1,0.0,0.7,0.0,1.1,1.8,0.0,0.1,0.0,0.0,3.5,1.1,3.6,22.8,0.1,0.2,0.4,2.2,0.0,0.1,16.4,0.0,0.0,0.1,1.4,7.1,0.0,1.6,0.0,0.0,0.3,0.0,0.0,5.0,0.0,1.4,0.4,0.0,0.0,0.2,0.3,0.0,0.7,4.7,0.0,0.7,0.0,17.4,1.7
2017-02-25,0.8,0.0,0.0,0.0,0.0,0.2,6.2,8.8,0.7,0.9,0.4,0.5,0.8,0.6,0.1,0.0,7.3,0.2,2.4,20.9,5.8,0.1,0.0,0.1,0.0,0.3,0.0,0.0,4.0,8.4,0.0,16.5,0.3,0.5,2.7,0.0,0.1,18.1,1.9,0.6,0.0,4.4,0.0,0.5,15.7,2.4,2.2,7.0,1.6,0.0
2017-02-26,0.0,1.1,0.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.6,0.0,0.0,5.2,0.0,0.4,0.7,0.2,0.0,1.7,4.3,0.0,0.0,3.0,0.0,0.2,0.0,0.0,1.4,0.0,0.0,11.8,0.0,0.4,0.0,0.0,0.0,3.7,0.2,1.9,0.0,17.6,0.0,0.3,0.0
2017-02-27,2.2,0.0,6.0,9.8,0.6,0.1,0.0,0.0,0.2,2.2,0.2,1.0,0.0,0.0,0.8,0.0,1.4,8.6,0.0,0.0,0.0,0.2,0.0,20.6,0.2,2.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,7.4,0.3,0.0,0.5,0.0,3.3,3.9,10.9,0.2,0.0,12.5,0.7,0.0,0.6
2017-02-28,0.2,0.0,26.9,3.7,0.0,4.4,0.0,7.1,1.0,0.0,3.3,1.3,5.0,6.8,3.8,0.1,3.8,0.2,0.0,8.4,0.1,6.8,6.7,1.6,2.2,1.1,1.4,0.0,0.0,1.9,0.7,0.6,1.2,0.4,3.8,0.0,16.6,1.8,0.0,0.0,1.5,11.4,1.6,0.2,0.1,3.0,6.4,10.6,5.0,0.0
2017-03-01,4.6,0.0,0.0,2.5,0.0,0.0,5.5,3.6,0.0,3.6,28.6,0.0,13.3,37.2,3.7,0.8,6.5,5.9,5.5,2.5,6.9,25.5,0.4,4.1,15.5,2.9,0.2,0.0,3.5,3.0,0.0,2.3,15.4,0.9,20.3,0.0,3.9,26.4,2.4,0.5,0.2,24.4,0.2,0.0,6.7,5.3,21.3,14.4,12.8,0.0
